Contest,Team,Institution,Performance
NDUB 2026,bag::fumble,NORTH SOUTH UNIVERSITY,2562.874087705084
NDUB 2026,IU_NULLVOID,ISLAMIC UNIVERSITY,2511.616605950982
NDUB 2026,RUET_Bagdum,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,2461.3842738319627
NDUB 2026,RU_Nexus,UNIVERSITY OF RAJSHAHI,2412.1565883553235
NDUB 2026,SUST_LavNai,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,2363.913456588217
NDUB 2026,el-gato.cpp,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,2316.6351874564525
NDUB 2026,LU_first&last,LEADING UNIVERSITY,2270.3024837073235
NDUB 2026,Bracu_papaya,BRAC UNIVERSITY,2224.896434033177
NDUB 2026,SEC_TBA,SYLHET ENGINEERING COLLEGE,2180.3985053525134
NDUB 2026,IUT_NaamChiloNa,ISLAMIC UNIVERSITY OF TECHNOLOGY,2136.7905352454627
NDUB 2026,DU_Poisoned_Reverse,UNIVERSITY OF DHAKA,2094.0547245405537
NDUB 2026,BUET_Asymptotes,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,2052.1736300497428
NDUB 2026,KUET_Potol,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,1741.6898066676135
NDUB 2026,Green Sky Light Blue,GREEN UNIVERSITY OF BANGLADESH,1706.8560105342613
NDUB 2026,DU_Rumbling,UNIVERSITY OF DHAKA,1672.718890323576
NDUB 2026,Vangachora,MAWLANA BHASHANI SCIENCE & TECHNOLOGY UNIVERSITY,1639.2645125171045
NDUB 2026,BUET_Orions,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,1606.4792222667622
NDUB 2026,CUET_Falcons,CHITTAGONG UNIVERSITY OF ENGINEERING AND TECHNOLOGY,1574.349637821427
NDUB 2026,IUBAT Eksho Eksho,INTERNATIONAL UNIVERSITY OF BUSINESS AGRICULTURE & TECHNOLOGY,1542.8626450649986
NDUB 2026,MIST_EaglesClaw,MILITARY INSTITUTE OF SCIENCE & TECHNOLOGY,1512.0053921636984
NDUB 2026,CoU Uncertainty,COMILLA UNIVERSITY,1481.7652843204244
NDUB 2026,EWU_Stars&Bars,EAST WEST UNIVERSITY,1452.129978634016
NDUB 2026,KUET_Dragonite,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,1423.0873790613357
NDUB 2026,DIU_JustInTime,DAFFODIL INTERNATIONAL UNIVERSITY,1394.625631480109
NDUB 2026,JU_Kamikaze,JAHANGIRNAGAR UNIVERSITY,1366.7331188505068
NDUB 2026,RUET_Ghoradum,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,1339.3984564734967
NDUB 2026,CU_DWIMIK,UNIVERSITY OF CHITTAGONG,1312.6104873440265
NDUB 2026,EU_meow,EASTERN UNIVERSITY,1286.358277597146
NDUB 2026,AUST_Tubelight,AHSANULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,1260.631112045203
NDUB 2026,Singularity,NETROKONA UNIVERSITY,1235.418489804299
NDUB 2026,IOI1 (Guest),,1210.710120008213
NDUB 2026,AUST_Simplexity,AHSANULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,968.7698600116767
NDUB 2026,IUBAT_False_Flag,INTERNATIONAL UNIVERSITY OF BUSINESS AGRICULTURE & TECHNOLOGY,949.3944628114432
NDUB 2026,AIUB_Orbit,AMERICAN INTERNATIONAL UNIVERSITY-BANGLADESH,930.4065735552141
NDUB 2026,DIU_MeowMeow,DAFFODIL INTERNATIONAL UNIVERSITY,911.7984420841098
NDUB 2026,SUST_Ragebait_Tree,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,893.5624732424276
NDUB 2026,IUT_Team13,ISLAMIC UNIVERSITY OF TECHNOLOGY,875.691223777579
NDUB 2026,UAP Coroutine,UNIVERSITY OF ASIA PACIFIC,858.1773993020275
NDUB 2026,PSTU_Array_Of_Hope,PATUAKHALI SCIENCE & TECHNOLOGY UNIVERSITY,841.013851315987
NDUB 2026,JU_CounterClock,JAHANGIRNAGAR UNIVERSITY,824.1935742896671
NDUB 2026,sorry_IIUC,INTERNATIONAL ISLAMIC UNIVERSITY CHITTAGONG,807.7097028038738
NDUB 2026,BU_Decimals,UNIVERSITY OF BARISAL,791.5555087477964
NDUB 2026,AMM_26402e,CITY UNIVERSITY,775.7243985728404
NDUB 2026,DCC_CodeWave,DHAKA CITY COLLEGE,760.2099106013836
NDUB 2026,UFTB_BitsBlitz,"UNIVERSITY OF FRONTIER TECHNOLOGY, BANGLADESH",745.005712389356
NDUB 2026,DUET_ThreeDots,DHAKA UNIVERSITY OF ENGINEERING & TECHNOLOGY,730.1055981415687
NDUB 2026,Attack_On_CP,JATIYA KABI KAZI NAZRUL ISLAM UNIVERSITY,715.5034861787374
NDUB 2026,DIU_DoT,DHAKA INTERNATIONAL UNIVERSITY,701.1934164551627
NDUB 2026,IIUSTB_ZeroBug,INTERNATIONAL ISLAMI UNIVERSITY OF SCIENCE AND TECHNOLOGY BANGLADESH,687.1695481260593
NDUB 2026,UITS_Sacrificial_Pieces,UNIVERSITY OF INFORMATION TECHNOLOGY & SCIENCES,673.4261571635382
NDUB 2026,Free Palestine,BANGLADESH UNIVERSITY OF BUSINESS AND TECHNOLOGY,659.9576340202674
NDUB 2026,MU_000,METROPOLITAN UNIVERSITY,646.7584813398621
NDUB 2026,UIU_Entropy,UNITED INTERNATIONAL UNIVERSITY,633.8233117130646
NDUB 2026,AIUB_Enigma,AMERICAN INTERNATIONAL UNIVERSITY-BANGLADESH,621.1468454788035
NDUB 2026,UFTB_error_404,"UNIVERSITY OF FRONTIER TECHNOLOGY, BANGLADESH",608.7239085692274
NDUB 2026,ICE_BREAKERS,PABNA UNIVERSITY OF SCIENCE AND TECHNOLOGY,596.5494303978428
NDUB 2026,BUBT_Almost_ac,BANGLADESH UNIVERSITY OF BUSINESS AND TECHNOLOGY,584.618441789886
NDUB 2026,__Trailling_Space,MAWLANA BHASHANI SCIENCE & TECHNOLOGY UNIVERSITY,572.9260729540882
NDUB 2026,PrimeU_PeraNai,PRIME UNIVERSITY,561.4675514950064
NDUB 2026,SEU_Turtles,SOUTHEAST UNIVERSITY,389.07716281675965
NDUB 2026,NUBTK $(^w^)$,NORTHERN UNIVERSITY OF BUSINESS AND TECHNOLOGY,381.2956195604244
NDUB 2026,BAUET_corps,BANGLADESH ARMY UNIVERSITY OF ENGINEERING AND TECHNOLOGY,373.6697071692159
NDUB 2026,KiU_Rious,KISHOREGANJ UNIVERSITY,366.1963130258316
NDUB 2026,NEUB_WAAgain,NORTH EAST UNIVERSITY BANGLADESH,358.87238676531496
NDUB 2026,UU Brute_Force,UTTARA UNIVERSITY,351.69493903000864
NDUB 2026,French Fries,NATIONAL INSTITUTE OF TEXTILE ENGINEERING AND RESEARCH,344.6610402494085
NDUB 2026,MIU_Noobs,MANARAT INTERNATIONAL UNIVERSITY,337.7678194444203
NDUB 2026,PU_Black_Pearl,PRESIDENCY UNIVERSITY,331.0124630555319
NDUB 2026,Bug Bish Foron,JAGANNATH UNIVERSITY,324.3922137944212
NDUB 2026,BUP_TLE,BANGLADESH UNIVERSITY OF PROFESSIONALS,317.9043695185328
NDUB 2026,NDUB_Dynamic_Programmers,NOTRE DAME UNIVERSITY BANGLADESH,311.54628212816215
NDUB 2026,ISTT_CoduKathi,INSTITUTE OF SCIENCE TRADE & TECHNOLOGY (ISTT),305.31535648559895
NDUB 2026,BGC_TEAM_DIM_2.0,BGC TRUST UNIVERSITY BANGLADESH,299.20904935588686
NDUB 2026,FU_Equinox,FENI UNIVERSITY,0.0
NSU 2026,RUET_Jyotichashi,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,4000.0
NSU 2026,RU_Hashira_Coders,UNIVERSITY OF RAJSHAHI,3920.0
NSU 2026,BUET_Supernova,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,3841.5999999999995
NSU 2026,BUET_Silver_hawks,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,3436.7472622893483
NSU 2026,BRACU_Least_Short_Term_Memory,BRAC UNIVERSITY,3368.0123170435613
NSU 2026,IOI1,,3300.6520707026903
NSU 2026,DU_Artemis,UNIVERSITY OF DHAKA,3234.6390292886363
NSU 2026,JU_Kamikaze,JAHANGIRNAGAR UNIVERSITY,3169.9462487028636
NSU 2026,BUET_MST,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,2778.580396471062
NSU 2026,IUT_Hariye_Jawa_Projapoti,ISLAMIC UNIVERSITY OF TECHNOLOGY,2723.0087885416415
NSU 2026,BUET_Asymptotes,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,2668.548612770808
NSU 2026,BRACU_Peptides,BRAC UNIVERSITY,2615.1776405153923
NSU 2026,SUST_shonglap,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,2562.874087705084
NSU 2026,whattt,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,2511.616605950982
NSU 2026,bag::fumble(),NORTH SOUTH UNIVERSITY,2461.3842738319627
NSU 2026,MIST_EaglesClaw,MILITARY INSTITUTE OF SCIENCE & TECHNOLOGY,2412.1565883553235
NSU 2026,BUET_GreyMatter,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,2363.913456588217
NSU 2026,Iut_song_shop_talk,ISLAMIC UNIVERSITY OF TECHNOLOGY,2316.6351874564525
NSU 2026,GUBxTheSimpleTeam,GREEN UNIVERSITY OF BANGLADESH,2270.3024837073235
NSU 2026,NSU_MintLemonade,NORTH SOUTH UNIVERSITY,2224.896434033177
NSU 2026,AUST_Simplexity,AHSANULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2180.3985053525134
NSU 2026,BRACU_colossalIUAare,BRAC UNIVERSITY,1850.5148860887189
NSU 2026,Eliminated,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,1813.5045883669445
NSU 2026,DIU_JustInTime,DAFFODIL INTERNATIONAL UNIVERSITY,1777.2344965996058
NSU 2026,BUET_zeroVelocity,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,1741.6898066676135
NSU 2026,CoU_Reignite,COMILLA UNIVERSITY,1706.8560105342613
NSU 2026,DU_Horcrux,UNIVERSITY OF DHAKA,1672.718890323576
NSU 2026,IUT_Oghoton_Ghoton_Potiyoshi,ISLAMIC UNIVERSITY OF TECHNOLOGY,1639.2645125171045
NSU 2026,AIUB_Catalyst,AMERICAN INTERNATIONAL UNIVERSITY-BANGLADESH,1606.4792222667622
NSU 2026,DIU_MeowMeow,DAFFODIL INTERNATIONAL UNIVERSITY,1574.349637821427
NSU 2026,JU_Twilight_Tray,JAHANGIRNAGAR UNIVERSITY,1542.8626450649986
NSU 2026,JU_CounterClock,JAHANGIRNAGAR UNIVERSITY,1512.0053921636984
NSU 2026,DU_Proloy,UNIVERSITY OF DHAKA,1481.7652843204244
NSU 2026,CU_DWIMIK,UNIVERSITY OF CHITTAGONG,1452.129978634016
NSU 2026,IUT_NaamJanina,ISLAMIC UNIVERSITY OF TECHNOLOGY,1423.0873790613357
NSU 2026,LU_initial_commit,LEADING UNIVERSITY,1394.625631480109
NSU 2026,IUBAT Eksho Eksho,INTERNATIONAL UNIVERSITY OF BUSINESS AGRICULTURE & TECHNOLOGY,1366.7331188505068
NSU 2026,RU_CoPrime,UNIVERSITY OF RAJSHAHI,1339.3984564734967
NSU 2026,SUST_HarManboNa,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,1312.6104873440265
NSU 2026,CoU_Drubotara,COMILLA UNIVERSITY,1286.358277597146
NSU 2026,IUT_Messatsu,ISLAMIC UNIVERSITY OF TECHNOLOGY,1260.631112045203
NSU 2026,rag_korla??,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,1235.418489804299
NSU 2026,EWU_StarsNBars,EAST WEST UNIVERSITY,1210.710120008213
NSU 2026,AI_Sob_Kheye_Dicche,COMILLA UNIVERSITY,1186.4959176080488
NSU 2026,RUET_One_More_Submission,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,1162.765999255888
NSU 2026,BUET_Orion,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,1139.51067927077
NSU 2026,DIU_HeavyWeight,DAFFODIL INTERNATIONAL UNIVERSITY,1116.7204656853544
NSU 2026,KUET_er_Polapan,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,1094.3860563716473
NSU 2026,BRACU_Mathless_Oddities,BRAC UNIVERSITY,1072.4983352442143
NSU 2026,SUST_O(n!),SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,1051.0483685393303
NSU 2026,MIST_ERS,MILITARY INSTITUTE OF SCIENCE & TECHNOLOGY,1030.0274011685437
NSU 2026,SUST_Botforces,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,1009.4268531451727
NSU 2026,MIST_Centurions,MILITARY INSTITUTE OF SCIENCE & TECHNOLOGY,989.2383160822692
NSU 2026,SEC_TBA,SYLHET ENGINEERING COLLEGE,969.4535497606238
NSU 2026,IIUC_MARK_US,INTERNATIONAL ISLAMIC UNIVERSITY CHITTAGONG,950.0644787654113
NSU 2026,DU_SilentFailure,UNIVERSITY OF DHAKA,931.0631891901031
NSU 2026,JKKNIU Trifecta,JATIYA KABI KAZI NAZRUL ISLAM UNIVERSITY,912.441925406301
NSU 2026,IIUC_Reality_Check,INTERNATIONAL ISLAMIC UNIVERSITY CHITTAGONG,894.1930868981749
NSU 2026,Name_Nai,MAWLANA BHASHANI SCIENCE & TECHNOLOGY UNIVERSITY,715.5034861787374
NSU 2026,AUST_Tubelight,AHSANULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,701.1934164551627
NSU 2026,Recursive_SAN,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,687.1695481260593
NSU 2026,__Trailling_Space,MAWLANA BHASHANI SCIENCE & TECHNOLOGY UNIVERSITY,673.4261571635382
NSU 2026,AIUB_Artemis,AMERICAN INTERNATIONAL UNIVERSITY-BANGLADESH,659.9576340202674
NSU 2026,Rebooters_NeU,NETROKONA UNIVERSITY,646.7584813398621
NSU 2026,PSTU_Last_Minute_Registration,PATUAKHALI SCIENCE & TECHNOLOGY UNIVERSITY,633.8233117130646
NSU 2026,No_Hotasha,NORTHERN UNIVERSITY BANGLADESH,621.1468454788035
NSU 2026,CSE VongCong,ISLAMIC UNIVERSITY,608.7239085692274
NSU 2026,KUET_Corner_Cases,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,596.5494303978428
NSU 2026,Aiub_Paradox,AMERICAN INTERNATIONAL UNIVERSITY-BANGLADESH,584.618441789886
NSU 2026,UIU_Entropy,UNITED INTERNATIONAL UNIVERSITY,572.9260729540882
NSU 2026,IUBAT_Rogue,INTERNATIONAL UNIVERSITY OF BUSINESS AGRICULTURE & TECHNOLOGY,561.4675514950064
NSU 2026,CUET_Mavericks,CHITTAGONG UNIVERSITY OF ENGINEERING AND TECHNOLOGY,550.2382004651063
NSU 2026,SEC_HardCode,SYLHET ENGINEERING COLLEGE,539.2334364558042
NSU 2026,Ruet bitShifters,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,528.4487677266881
NSU 2026,CoU_3_Green_No_Gray,COMILLA UNIVERSITY,517.8797923721543
NSU 2026,RU_Twilight,UNIVERSITY OF RAJSHAHI,507.5221965247112
NSU 2026,DU_Khelowar,UNIVERSITY OF DHAKA,497.37175259421696
NSU 2026,JSTU_LastAndFurious,JAMALPUR SCIENCE AND TECHNOLOGY UNIVERSITY,487.42431754233263
NSU 2026,BU_Optimizers,UNIVERSITY OF BARISAL,477.67583119148594
NSU 2026,IU_NULLVOID,ISLAMIC UNIVERSITY,468.12231456765625
NSU 2026,RUET_Guess_And_Pray,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,458.75986827630305
NSU 2026,Fake_Hunger_Team,CHITTAGONG UNIVERSITY OF ENGINEERING AND TECHNOLOGY,449.58467091077705
NSU 2026,IUBAT_Enigma,INTERNATIONAL UNIVERSITY OF BUSINESS AGRICULTURE & TECHNOLOGY,440.5929774925615
NSU 2026,JnU_End_Game,JAGANNATH UNIVERSITY,431.7811179427103
NSU 2026,EWU_ShaFaR,EAST WEST UNIVERSITY,423.145495583856
NSU 2026,PrimeU_On_The_Edge,PRIME UNIVERSITY,414.68258567217885
NSU 2026,IU_Semicolon,ISLAMIC UNIVERSITY,406.3889339587354
NSU 2026,MBSTU_VANGACHORA,MAWLANA BHASHANI SCIENCE & TECHNOLOGY UNIVERSITY,398.26115527956057
NSU 2026,Fire_Flame_21,JASHORE UNIVERSITY OF SCIENCE AND TECHNOLOGY,275.98090030973856
NSU 2026,IIUC_ThreePointers,INTERNATIONAL ISLAMIC UNIVERSITY CHITTAGONG,270.4612823035438
NSU 2026,array_index_out_of_BOUNDS,JAMALPUR SCIENCE AND TECHNOLOGY UNIVERSITY,265.0520566574729
NSU 2026,UFTB_BitsBlitz,"UNIVERSITY OF FRONTIER TECHNOLOGY, BANGLADESH",259.75101552432346
NSU 2026,IUT_Trimatrik,ISLAMIC UNIVERSITY OF TECHNOLOGY,254.55599521383698
NSU 2026,KUET_SPL,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,249.46487530956026
NSU 2026,EWU_7th_October,EAST WEST UNIVERSITY,244.47557780336902
NSU 2026,_OPTIMIZE_,JATIYA KABI KAZI NAZRUL ISLAM UNIVERSITY,239.58606624730163
NSU 2026,PUC_Compiler_Er_Dosh,PREMIER UNIVERSITY,234.7943449223556
NSU 2026,AIUB_ZERO,AMERICAN INTERNATIONAL UNIVERSITY-BANGLADESH,230.0984580239085
NSU 2026,IUB_GreyCode,"INDEPENDENT UNIVERSITY, BANGLADESH",225.49648886343027
NSU 2026,NSU_RTE,NORTH SOUTH UNIVERSITY,220.9865590861617
NSU 2026,BU_Decimals,UNIVERSITY OF BARISAL,216.56682790443847
NSU 2026,Green_Wizards,GREEN UNIVERSITY OF BANGLADESH,212.2354913463497
NSU 2026,DIU_Inception,DAFFODIL INTERNATIONAL UNIVERSITY,207.9907815194227
NSU 2026,BUBT_Almost_ac,BANGLADESH UNIVERSITY OF BUSINESS AND TECHNOLOGY,203.83096588903425
NSU 2026,BAU_BiE_StrayCoders,BANGLADESH AGRICULTURAL UNIVERSITY,199.75434657125356
NSU 2026,JU_Lunatics,JAHANGIRNAGAR UNIVERSITY,195.75925963982849
NSU 2026,NSU_Runes,NORTH SOUTH UNIVERSITY,191.84407444703191
NSU 2026,KiU_bitFinder,KISHOREGANJ UNIVERSITY,188.00719295809125
NSU 2026,Team Chronicle,NETROKONA UNIVERSITY,184.24704909892944
NSU 2026,PUC_LazyCoders,PREMIER UNIVERSITY,180.56210811695084
NSU 2026,AIUB_Zenith,AMERICAN INTERNATIONAL UNIVERSITY-BANGLADESH,176.9508659546118
NSU 2026,UFTB_error_404,"UNIVERSITY OF FRONTIER TECHNOLOGY, BANGLADESH",173.4118486355196
NSU 2026,Lazy_Checkers,CHITTAGONG UNIVERSITY OF ENGINEERING AND TECHNOLOGY,169.9436116628092
NSU 2026,Team.cpp,BANGLADESH UNIVERSITY OF PROFESSIONALS,166.54473942955303
NSU 2026,NSU_USN,NORTH SOUTH UNIVERSITY,163.21384464096195
NSU 2026,Just_Lazy_Coders,JASHORE UNIVERSITY OF SCIENCE AND TECHNOLOGY,159.94956774814267
NSU 2026,RU_Error_404,UNIVERSITY OF RAJSHAHI,156.75057639317984
NSU 2026,NUBTK_TrieHard,NORTHERN UNIVERSITY OF BUSINESS AND TECHNOLOGY,153.61556486531623
NSU 2026,Ruet_Noobs,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,150.5432535680099
NSU 2026,BUBT_Dekhi_Ki_Hoy,BANGLADESH UNIVERSITY OF BUSINESS AND TECHNOLOGY,147.53238849664973
NSU 2026,PSTU_Pawn_to_e4,PATUAKHALI SCIENCE & TECHNOLOGY UNIVERSITY,144.58174072671673
NSU 2026,EU_meeow,EASTERN UNIVERSITY,141.6901059121824
NSU 2026,KUET_BEYONDERS,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,138.85630379393874
NSU 2026,BGC Shinobis,BGC TRUST UNIVERSITY BANGLADESH,136.07917771805995
NSU 2026,UITS_CodeVengers,UNIVERSITY OF INFORMATION TECHNOLOGY & SCIENCES,0.0
NSU 2026,Error_19,NATIONAL INSTITUTE OF TEXTILE ENGINEERING AND RESEARCH,0.0
NSU 2026,JUST_Nexorithm,JASHORE UNIVERSITY OF SCIENCE AND TECHNOLOGY,0.0
NSU 2026,EWU_Deadlock,EAST WEST UNIVERSITY,0.0
NSU 2026,IOI2,,0.0
NSU 2026,DIU_NoDoT,DHAKA INTERNATIONAL UNIVERSITY,0.0
NSU 2026,MIST_Imperium,MILITARY INSTITUTE OF SCIENCE & TECHNOLOGY,0.0
NSU 2026,first_name,,0.0
NSU 2026,first_name,,0.0
NSU 2026,Naam Na Jana_USTC,,0.0
NSU 2026,PrimeU_Silent_Coders,PRIME UNIVERSITY,0.0
NSU 2026,MEC_D_Coders,MYMENSINGH ENGINEERING COLLEGE,0.0
NSU 2026,AUB_Esoteric_Coder,ASIAN UNIVERSITY OF BANGLADESH,0.0
NSU 2026,IUB_HellBent,"INDEPENDENT UNIVERSITY, BANGLADESH",0.0
NSU 2026,IST_TriadOfTech,INSTITUTE OF SCIENCE AND TECHNOLOGY,0.0
NSU 2026,ULAB_Archimedesfans,UNIVERSITY OF LIBERAL ARTS BANGLADESH,0.0
NSU 2026,MIU_Noobs,MANARAT INTERNATIONAL UNIVERSITY,0.0
NSU 2026,MIST_rHotasha,MILITARY INSTITUTE OF SCIENCE & TECHNOLOGY,0.0
NSU 2026,UU Brute_Force,UTTARA UNIVERSITY,0.0
NSU 2026,JUST_here_for_T-shirts,JASHORE UNIVERSITY OF SCIENCE AND TECHNOLOGY,0.0
NSU 2026,CSTU_DhuliKona,CHANDPUR SCIENCE AND TECHNOLOGY UNIVERSITY,0.0
NSU 2026,first_name,,0.0
NSU 2026,PU_Black_Pearl,PRESIDENCY UNIVERSITY,0.0
NSU 2026,first_name,,0.0
NSU 2026,IUB_BlackBit,"INDEPENDENT UNIVERSITY, BANGLADESH",0.0
NSU 2026,Ping999,NORTH SOUTH UNIVERSITY,0.0
NSU 2026,first_name,,0.0
NSU 2026,first_name,,0.0
NSU 2026,first_name,,0.0
NSU 2026,first_name,,0.0
NSU 2026,first_name,,0.0
NSU 2026,first_name,,0.0
NSU 2026,TLE Eliminators,INTERNATIONAL UNIVERSITY OF SCHOLARS,0.0
NSU 2026,first_name,,0.0
NSU 2026,UIU_Epok,UNITED INTERNATIONAL UNIVERSITY,0.0
SUST 2024,SUST_GuessForces,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,4000.0
SUST 2024,Buet_Nightfall,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,3920.0
SUST 2024,BRACU_Crows,BRAC UNIVERSITY,3841.5999999999995
SUST 2024,SnackAttack,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,3521.617999172539
SUST 2024,SUST_Alfeh,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,3195.177032807638
SUST 2024,IUT_Shongshoptok,ISLAMIC UNIVERSITY OF TECHNOLOGY,3131.2734921514857
SUST 2024,KUET_ScatterBrains,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,3068.648022308456
SUST 2024,DU_Void,UNIVERSITY OF DHAKA,3007.2750618622867
SUST 2024,DU_998ms,UNIVERSITY OF DHAKA,2947.1295606250405
SUST 2024,CoU_NextDreamers,COMILLA UNIVERSITY,2888.1869694125403
SUST 2024,BUET_Lost_Sailors,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,2830.423230024289
SUST 2024,Code_monkeys!,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,2773.8147654238037
SUST 2024,KUET_Effervescent,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,2718.3384701153273
SUST 2024,JUST_LIMITLESS,JASHORE UNIVERSITY OF SCIENCE AND TECHNOLOGY,2431.8623217265376
SUST 2024,MBSTU_Novatos,MAWLANA BHASHANI SCIENCE & TECHNOLOGY UNIVERSITY,2383.225075292007
SUST 2024,AUST_RedX,AHSANULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2335.560573786167
SUST 2024,BU_FrozzenHorse,UNIVERSITY OF BARISAL,2288.8493623104437
SUST 2024,BUET_Tandem_Repeat,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,2243.0723750642346
SUST 2024,Trio Leveling,CHITTAGONG UNIVERSITY OF ENGINEERING AND TECHNOLOGY,2198.21092756295
SUST 2024,JU_LoopTroop,JAHANGIRNAGAR UNIVERSITY,2154.2467090116907
SUST 2024,JU_the0dd1out,JAHANGIRNAGAR UNIVERSITY,2111.161774831457
SUST 2024,NSU_AshBrosFC,NORTH SOUTH UNIVERSITY,2068.9385393348275
SUST 2024,IIUC_SuddenPlan,INTERNATIONAL ISLAMIC UNIVERSITY CHITTAGONG,2027.5597685481312
SUST 2024,IUT_Oikotaan,ISLAMIC UNIVERSITY OF TECHNOLOGY,1987.0085731771687
SUST 2024,EWU_Constant_Factor,EAST WEST UNIVERSITY,1947.2684017136253
SUST 2024,SUST_tripleA,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,1908.3230336793526
SUST 2024,RU_NowOrNever,UNIVERSITY OF RAJSHAHI,1870.1565730057655
SUST 2024,BUET_Ragnarok,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,1639.2645125171045
SUST 2024,BUET Missing_Bits,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,1606.4792222667622
SUST 2024,The SUSTainables,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,1574.349637821427
SUST 2024,MBSTU_Lazy_Programmer,MAWLANA BHASHANI SCIENCE & TECHNOLOGY UNIVERSITY,1542.8626450649986
SUST 2024,PSTU : MoonCalves,PATUAKHALI SCIENCE & TECHNOLOGY UNIVERSITY,1512.0053921636984
SUST 2024,DU_Gladiators,UNIVERSITY OF DHAKA,1481.7652843204244
SUST 2024,KUET_ByteBlitz,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,1452.129978634016
SUST 2024,SUST_BugCraftsMen_again,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,1423.0873790613357
SUST 2024,CUET_EQUINOX,CHITTAGONG UNIVERSITY OF ENGINEERING AND TECHNOLOGY,1394.625631480109
SUST 2024,MIST_FrostByte_1.3,MILITARY INSTITUTE OF SCIENCE & TECHNOLOGY,1366.7331188505068
SUST 2024,RU_SFS_2.0,UNIVERSITY OF RAJSHAHI,1339.3984564734967
SUST 2024,Committeer Team,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,1312.6104873440265
SUST 2024,NSU_3UNSAT,NORTH SOUTH UNIVERSITY,1286.358277597146
SUST 2024,DU_NoClueYet,UNIVERSITY OF DHAKA,1260.631112045203
SUST 2024,IU_Waving_Flag,ISLAMIC UNIVERSITY,1235.418489804299
SUST 2024,BUBT_AlphaQForces,BANGLADESH UNIVERSITY OF BUSINESS AND TECHNOLOGY,1210.710120008213
SUST 2024,BRACU_BugWhisperers,BRAC UNIVERSITY,1186.4959176080488
